pair_id,summer_path,winter_path,status,num_matches,num_inliers,inlier_ratio,homography,load_ms,extract_ms,match_ms,homography_ms,total_ms
pair_001,data/summer/pair_001.jpg,data/winter/pair_001.jpg,ok,359,340,0.947075208913649,"[[0.9812272615999171, 0.05015905061983088, -7.001333024403787], [-0.01125613485710784, 1.0121624495361181, 4.878411010558613], [-4.323555061380384e-05, 0.00014590230373418784, 1.0]]",14.872438000111288,32.988203000059,0.0,1.1056949997509946,48.966335999921284
pair_002,data/summer/pair_002.jpg,data/winter/pair_002.jpg,ok,285,264,0.9263157894736842,"[[1.076714594218574, -0.006304273770885673, -60.403981179160205], [0.0320788034815118, 1.0262760303964291, -6.686138633260291], [0.00019689985708610988, -9.878050314270381e-05, 1.0]]",14.8151409998718,32.830546999775834,0.0,0.8128260001285526,48.45851399977619
pair_003,data/summer/pair_003.jpg,data/winter/pair_003.jpg,ok,248,213,0.8588709677419355,"[[1.1093101676287427, 0.02016239208776957, -58.37556876212466], [0.060677671795570605, 1.0915727857642514, -17.767624881055077], [0.0002870785250989045, 0.00010519383377835587, 1.0]]",13.13639099998909,32.94781799968405,0.0,1.0225989999526064,47.106807999625744
pair_004,data/summer/pair_004.jpg,data/winter/pair_004.jpg,ok,221,173,0.7828054298642534,"[[0.8367111329033624, -0.015668354903781927, 81.30478719603325], [-0.0755293729450007, 0.9007272641059489, 27.117858667565105], [-0.00031225389261735033, -0.00010232456906953372, 1.0]]",14.430369000365317,32.79345700002523,0.0,0.9552420001455175,48.17906800053606
pair_005,data/summer/pair_005.jpg,data/winter/pair_005.jpg,ok,362,326,0.9005524861878453,"[[1.1176825128620653, 0.028807970892360674, -75.19871563206223], [-0.00043779220563301745, 1.0807353503797141, -4.295634215670317], [0.00017564401873745904, 2.3591280780515454e-05, 1.0]]",14.197521999903984,32.65630100031558,0.0,1.1532140001691005,48.007037000388664
